STATE,SEX,AGEGRP,NMEMB,YEAR
Colorado,2,10_19,33694,2012
Colorado,1,20_29,29423,2012
Colorado,2,20_29,30252,2012
Colorado,1,30_39,34363,2012
Colorado,2,30_39,35960,2012
Colorado,1,40_49,39215,2012
Colorado,2,40_49,40280,2012
Colorado,1,50_59,40539,2012
Colorado,2,50_59,43160,2012
Colorado,1,60_69,13262,2012
Colorado,2,60_69,15256,2012
Connecticut,1,00_04,12346,2012
Connecticut,2,00_04,11891,2012
Connecticut,1,05_09,16378,2012
Connecticut,2,05_09,15665,2012
Connecticut,1,10_19,46289,2012
Connecticut,2,10_19,44372,2012
Connecticut,1,20_29,37390,2012
Connecticut,2,20_29,36091,2012
Connecticut,1,30_39,31282,2012
Connecticut,2,30_39,34179,2012
Connecticut,1,40_49,49156,2012
Connecticut,2,40_49,53253,2012
Connecticut,1,50_59,57814,2012
Connecticut,2,50_59,62539,2012
Connecticut,1,60_69,19565,2012
Connecticut,2,60_69,21089,2012
Delaware,1,00_04,4145,2012
Delaware,2,00_04,3899,2012
Delaware,1,05_09,4916,2012
Delaware,2,05_09,4806,2012
Delaware,1,10_19,11868,2012
Delaware,2,10_19,11418,2012
Delaware,1,20_29,8454,2012
Delaware,2,20_29,8892,2012
Delaware,1,30_39,8477,2012
Delaware,2,30_39,10637,2012
Delaware,1,40_49,11568,2012
Delaware,2,40_49,13907,2012
Delaware,1,50_59,12366,2012
Delaware,2,50_59,15242,2012
Delaware,1,60_69,4523,2012
Delaware,2,60_69,5624,2012
Florida,1,00_04,37843,2012
Florida,2,00_04,35671,2012
Florida,1,05_09,44990,2012
Florida,2,05_09,42964,2012
Florida,1,10_19,106313,2012
Florida,2,10_19,103190,2012
Florida,1,20_29,87436,2012
Florida,2,20_29,97112,2012
Florida,1,30_39,97170,2012
Florida,2,30_39,112681,2012
Florida,1,40_49,127035,2012
Florida,2,40_49,142472,2012
Florida,1,50_59,125217,2012
Florida,2,50_59,148456,2012
Florida,1,60_69,42830,2012
Florida,2,60_69,51821,2012
Georgia,1,00_04,41454,2012
Georgia,2,00_04,39647,2012
Georgia,1,05_09,52986,2012
Georgia,2,05_09,51135,2012
Georgia,1,10_19,128890,2012
Georgia,2,10_19,123976,2012
Georgia,1,20_29,93857,2012
Georgia,2,20_29,106655,2012
Georgia,1,30_39,103325,2012
Georgia,2,30_39,135077,2012
Georgia,1,40_49,139215,2012
Georgia,2,40_49,171956,2012
Georgia,1,50_59,137251,2012
Georgia,2,50_59,174998,2012
Georgia,1,60_69,48614,2012
Georgia,2,60_69,62226,2012
Hawaii,1,00_04,95,2012
Hawaii,2,00_04,75,2012
Hawaii,1,05_09,108,2012
Hawaii,2,05_09,126,2012
Hawaii,1,10_19,262,2012
Hawaii,2,10_19,292,2012
Hawaii,1,20_29,264,2012
Hawaii,2,20_29,241,2012
Hawaii,1,30_39,239,2012
Hawaii,2,30_39,243,2012
Hawaii,1,40_49,319,2012
Hawaii,2,40_49,365,2012
Hawaii,1,50_59,558,2012
Hawaii,2,50_59,696,2012
Hawaii,1,60_69,419,2012
Hawaii,2,60_69,508,2012
Idaho,1,00_04,10228,2012
Idaho,2,00_04,9828,2012
Idaho,1,05_09,12229,2012
Idaho,2,05_09,11507,2012
Idaho,1,10_19,26331,2012
Idaho,2,10_19,25389,2012
Idaho,1,20_29,19016,2012
Idaho,2,20_29,19769,2012
Idaho,1,30_39,20436,2012
Idaho,2,30_39,22047,2012
Idaho,1,40_49,23027,2012
Idaho,2,40_49,25306,2012
Idaho,1,50_59,26775,2012
Idaho,2,50_59,30257,2012
Idaho,1,60_69,9569,2012
Idaho,2,60_69,10471,2012
Illinois,1,00_04,72014,2012
Illinois,2,00_04,68664,2012
Illinois,1,05_09,84393,2012
Illinois,2,05_09,80322,2012
Illinois,1,10_19,193908,2012
Illinois,2,10_19,185474,2012
Illinois,1,20_29,170579,2012
Illinois,2,20_29,167786,2012
Illinois,1,30_39,176708,2012
Illinois,2,30_39,185810,2012
Illinois,1,40_49,209797,2012
Illinois,2,40_49,225734,2012
Illinois,1,50_59,219452,2012
Illinois,2,50_59,243969,2012
Illinois,1,60_69,69820,2012
Illinois,2,60_69,77793,2012
Indiana,1,00_04,37180,2012
Indiana,2,00_04,35182,2012
Indiana,1,05_09,46998,2012
Indiana,2,05_09,44832,2012
Indiana,1,10_19,112235,2012
Indiana,2,10_19,107965,2012
Indiana,1,20_29,83391,2012
Indiana,2,20_29,81904,2012
Indiana,1,30_39,87441,2012
Indiana,2,30_39,91478,2012
Indiana,1,40_49,111430,2012
Indiana,2,40_49,117444,2012
Indiana,1,50_59,127155,2012
Indiana,2,50_59,137998,2012
Indiana,1,60_69,44775,2012
Indiana,2,60_69,48441,2012
Iowa,1,00_04,8289,2012
Iowa,2,00_04,7910,2012
Iowa,1,05_09,9580,2012
Iowa,2,05_09,9489,2012
Iowa,1,10_19,22182,2012
Iowa,2,10_19,20889,2012
Iowa,1,20_29,18748,2012
Iowa,2,20_29,18441,2012
Iowa,1,30_39,18742,2012
Iowa,2,30_39,18605,2012
Iowa,1,40_49,22193,2012
Iowa,2,40_49,21744,2012
Iowa,1,50_59,22120,2012
Iowa,2,50_59,21819,2012
Iowa,1,60_69,6545,2012
Iowa,2,60_69,6134,2012
Kansas,1,00_04,13771,2012
Kansas,2,00_04,13199,2012
Kansas,1,05_09,12591,2012
Kansas,2,05_09,12081,2012
Kansas,1,10_19,23194,2012
Kansas,2,10_19,22485,2012
Kansas,1,20_29,13683,2012
Kansas,2,20_29,14909,2012
Kansas,1,30_39,14785,2012
Kansas,2,30_39,15406,2012
Kansas,1,40_49,17917,2012
Kansas,2,40_49,18201,2012
Kansas,1,50_59,18648,2012
Kansas,2,50_59,19366,2012
Kansas,1,60_69,6085,2012
Kansas,2,60_69,5973,2012
Kentucky,1,00_04,16564,2012
Kentucky,2,00_04,15544,2012
Kentucky,1,05_09,20855,2012
Kentucky,2,05_09,19826,2012
Kentucky,1,10_19,49669,2012
Kentucky,2,10_19,47147,2012
Kentucky,1,20_29,38086,2012
Kentucky,2,20_29,38089,2012
Kentucky,1,30_39,44246,2012
Kentucky,2,30_39,45007,2012
Kentucky,1,40_49,56035,2012
Kentucky,2,40_49,57146,2012
Kentucky,1,50_59,57064,2012
Kentucky,2,50_59,60349,2012
Kentucky,1,60_69,18576,2012
Kentucky,2,60_69,18674,2012
Louisiana,1,00_04,8169,2012
Louisiana,2,00_04,7746,2012
Louisiana,1,05_09,9949,2012
Louisiana,2,05_09,9451,2012
Louisiana,1,10_19,23044,2012
Louisiana,2,10_19,22631,2012
Louisiana,1,20_29,20890,2012
Louisiana,2,20_29,19745,2012
Louisiana,1,30_39,22056,2012
Louisiana,2,30_39,21227,2012
Louisiana,1,40_49,24449,2012
Louisiana,2,40_49,24777,2012
Louisiana,1,50_59,27330,2012
Louisiana,2,50_59,27093,2012
Louisiana,1,60_69,8971,2012
Louisiana,2,60_69,8555,2012
Maine,1,00_04,3712,2012
Maine,2,00_04,3575,2012
Maine,1,05_09,5082,2012
Maine,2,05_09,4699,2012
Maine,1,10_19,14315,2012
Maine,2,10_19,14067,2012
Maine,1,20_29,11258,2012
Maine,2,20_29,11428,2012
Maine,1,30_39,10512,2012
Maine,2,30_39,12052,2012
Maine,1,40_49,16492,2012
Maine,2,40_49,18922,2012
Maine,1,50_59,19973,2012
Maine,2,50_59,23375,2012
Maine,1,60_69,6507,2012
Maine,2,60_69,7306,2012
Maryland,1,00_04,7901,2012
Maryland,2,00_04,7770,2012
Maryland,1,05_09,9437,2012
Maryland,2,05_09,9276,2012
Maryland,1,10_19,22032,2012
Maryland,2,10_19,21028,2012
Maryland,1,20_29,19378,2012
Maryland,2,20_29,18677,2012
Maryland,1,30_39,20128,2012
Maryland,2,30_39,21004,2012
Maryland,1,40_49,25128,2012
Maryland,2,40_49,27011,2012
Maryland,1,50_59,25646,2012
Maryland,2,50_59,27220,2012
Maryland,1,60_69,8077,2012
Maryland,2,60_69,8932,2012
Massachusetts,1,00_04,16223,2012
Massachusetts,2,00_04,15384,2012
Massachusetts,1,05_09,18704,2012
Massachusetts,2,05_09,18190,2012
Massachusetts,1,10_19,40336,2012
Massachusetts,2,10_19,39093,2012
Massachusetts,1,20_29,34222,2012
Massachusetts,2,20_29,34741,2012
Massachusetts,1,30_39,37702,2012
Massachusetts,2,30_39,40940,2012
Massachusetts,1,40_49,47748,2012
Massachusetts,2,40_49,51133,2012
Massachusetts,1,50_59,45821,2012
Massachusetts,2,50_59,50083,2012
Massachusetts,1,60_69,14587,2012
Massachusetts,2,60_69,16024,2012
Michigan,1,00_04,31566,2012
Michigan,2,00_04,30156,2012
Michigan,1,05_09,41226,2012
Michigan,2,05_09,39394,2012
Michigan,1,10_19,101275,2012
Michigan,2,10_19,97031,2012
Michigan,1,20_29,70282,2012
Michigan,2,20_29,72035,2012
Michigan,1,30_39,67797,2012
Michigan,2,30_39,76201,2012
Michigan,1,40_49,97271,2012
Michigan,2,40_49,105524,2012
Michigan,1,50_59,119393,2012
Michigan,2,50_59,135814,2012
Michigan,1,60_69,52602,2012
Michigan,2,60_69,61107,2012
Minnesota,1,00_04,13483,2012
Minnesota,2,00_04,12771,2012
Minnesota,1,05_09,14388,2012
Minnesota,2,05_09,14108,2012
Minnesota,1,10_19,29754,2012
Minnesota,2,10_19,28190,2012
Minnesota,1,20_29,24969,2012
Minnesota,2,20_29,25141,2012
Minnesota,1,30_39,27725,2012
Minnesota,2,30_39,27953,2012
Minnesota,1,40_49,31337,2012
Minnesota,2,40_49,31452,2012
Minnesota,1,50_59,30996,2012
Minnesota,2,50_59,30825,2012
Minnesota,1,60_69,8743,2012
Minnesota,2,60_69,8674,2012
Mississippi,1,00_04,7594,2012
Mississippi,2,00_04,7118,2012
Mississippi,1,05_09,9190,2012
Mississippi,2,05_09,8809,2012
Mississippi,1,10_19,22031,2012
Mississippi,2,10_19,21208,2012
Mississippi,1,20_29,18335,2012
Mississippi,2,20_29,22176,2012
Mississippi,1,30_39,21173,2012
Mississippi,2,30_39,30342,2012
Mississippi,1,40_49,25835,2012
Mississippi,2,40_49,36596,2012
Mississippi,1,50_59,27815,2012
Mississippi,2,50_59,39485,2012
Mississippi,1,60_69,9598,2012
Mississippi,2,60_69,12697,2012
Missouri,1,00_04,19898,2012
Missouri,2,00_04,18706,2012
Missouri,1,05_09,24033,2012
Missouri,2,05_09,22708,2012
Missouri,1,10_19,57083,2012
Missouri,2,10_19,54673,2012
Missouri,1,20_29,44194,2012
Missouri,2,20_29,46768,2012
Missouri,1,30_39,44618,2012
Missouri,2,30_39,50852,2012
Missouri,1,40_49,55475,2012
Missouri,2,40_49,63862,2012
Missouri,1,50_59,63395,2012
Missouri,2,50_59,73427,2012
Missouri,1,60_69,20851,2012
Missouri,2,60_69,24281,2012
Montana,1,00_04,7103,2012
Montana,2,00_04,6766,2012
Montana,1,05_09,7740,2012
Montana,2,05_09,7402,2012
Montana,1,10_19,16165,2012
Montana,2,10_19,15516,2012
Montana,1,20_29,11557,2012
Montana,2,20_29,12286,2012
Montana,1,30_39,12039,2012
Montana,2,30_39,13153,2012
Montana,1,40_49,13516,2012
Montana,2,40_49,15380,2012
Montana,1,50_59,17951,2012
Montana,2,50_59,20593,2012
Montana,1,60_69,6395,2012
Montana,2,60_69,7167,2012
Nebraska,1,00_04,4087,2012
Nebraska,2,00_04,3816,2012
Nebraska,1,05_09,4746,2012
Nebraska,2,05_09,4491,2012
Nebraska,1,10_19,10125,2012
Nebraska,2,10_19,9571,2012
Nebraska,1,20_29,8365,2012
Nebraska,2,20_29,8038,2012
Nebraska,1,30_39,8762,2012
Nebraska,2,30_39,8555,2012
Nebraska,1,40_49,9696,2012
Nebraska,2,40_49,9304,2012
Nebraska,1,50_59,9807,2012
Nebraska,2,50_59,9348,2012
Nebraska,1,60_69,2626,2012
Nebraska,2,60_69,2501,2012
Nevada,1,00_04,6369,2012
Nevada,2,00_04,6110,2012
Nevada,1,05_09,7093,2012
Nevada,2,05_09,6945,2012
Nevada,1,10_19,16266,2012
Nevada,2,10_19,15528,2012
Nevada,1,20_29,12414,2012
Nevada,2,20_29,13218,2012
Nevada,1,30_39,14544,2012
Nevada,2,30_39,15035,2012
Nevada,1,40_49,17528,2012
Nevada,2,40_49,17147,2012
Nevada,1,50_59,15945,2012
Nevada,2,50_59,16932,2012
Nevada,1,60_69,5644,2012
Nevada,2,60_69,6220,2012
New Hampshire,1,00_04,4671,2012
New Hampshire,2,00_04,4390,2012
New Hampshire,1,05_09,6400,2012
New Hampshire,2,05_09,6015,2012
New Hampshire,1,10_19,16150,2012
New Hampshire,2,10_19,15612,2012
New Hampshire,1,20_29,12198,2012
New Hampshire,2,20_29,12611,2012
New Hampshire,1,30_39,11804,2012
New Hampshire,2,30_39,13251,2012
New Hampshire,1,40_49,18413,2012
New Hampshire,2,40_49,20180,2012
New Hampshire,1,50_59,20727,2012
New Hampshire,2,50_59,22882,2012
New Hampshire,1,60_69,6875,2012
New Hampshire,2,60_69,7809,2012
New Jersey,1,00_04,24271,2012
New Jersey,2,00_04,23200,2012
New Jersey,1,05_09,28837,2012
New Jersey,2,05_09,27594,2012
New Jersey,1,10_19,62396,2012
New Jersey,2,10_19,59742,2012
New Jersey,1,20_29,45760,2012
New Jersey,2,20_29,46012,2012
New Jersey,1,30_39,51713,2012
New Jersey,2,30_39,57091,2012
New Jersey,1,40_49,70270,2012
New Jersey,2,40_49,75247,2012
New Jersey,1,50_59,65408,2012
New Jersey,2,50_59,69894,2012
New Jersey,1,60_69,19672,2012
New Jersey,2,60_69,21291,2012
New Mexico,1,00_04,9659,2012
New Mexico,2,00_04,9234,2012
New Mexico,1,05_09,12224,2012
New Mexico,2,05_09,11732,2012
New Mexico,1,10_19,30063,2012
New Mexico,2,10_19,29139,2012
New Mexico,1,20_29,26281,2012
New Mexico,2,20_29,26776,2012
New Mexico,1,30_39,26072,2012
New Mexico,2,30_39,29277,2012
New Mexico,1,40_49,32433,2012
New Mexico,2,40_49,37242,2012
New Mexico,1,50_59,39254,2012
New Mexico,2,50_59,45899,2012
New Mexico,1,60_69,13708,2012
New Mexico,2,60_69,15676,2012
New York,1,00_04,56914,2012
New York,2,00_04,54084,2012
New York,1,05_09,65190,2012
New York,2,05_09,62299,2012
New York,1,10_19,149593,2012
New York,2,10_19,144617,2012
New York,1,20_29,128328,2012
New York,2,20_29,133700,2012
New York,1,30_39,133323,2012
New York,2,30_39,145157,2012
New York,1,40_49,170875,2012
New York,2,40_49,183220,2012
New York,1,50_59,176335,2012
New York,2,50_59,191967,2012
New York,1,60_69,58753,2012
New York,2,60_69,64743,2012
North Carolina,1,00_04,20724,2012
North Carolina,2,00_04,19727,2012
North Carolina,1,05_09,26123,2012
North Carolina,2,05_09,24859,2012
North Carolina,1,10_19,59235,2012
North Carolina,2,10_19,56918,2012
North Carolina,1,20_29,43133,2012
North Carolina,2,20_29,45867,2012
North Carolina,1,30_39,53972,2012
North Carolina,2,30_39,60859,2012
North Carolina,1,40_49,70907,2012
North Carolina,2,40_49,76163,2012
North Carolina,1,50_59,65929,2012
North Carolina,2,50_59,71389,2012
North Carolina,1,60_69,20967,2012
North Carolina,2,60_69,22548,2012
North Dakota,1,00_04,1234,2012
North Dakota,2,00_04,1160,2012
North Dakota,1,05_09,1197,2012
North Dakota,2,05_09,1164,2012
North Dakota,1,10_19,2455,2012
North Dakota,2,10_19,2227,2012
North Dakota,1,20_29,2914,2012
North Dakota,2,20_29,2280,2012
North Dakota,1,30_39,2659,2012
North Dakota,2,30_39,2139,2012
North Dakota,1,40_49,2358,2012
North Dakota,2,40_49,2119,2012
North Dakota,1,50_59,2706,2012
North Dakota,2,50_59,2566,2012
North Dakota,1,60_69,742,2012
North Dakota,2,60_69,632,2012
Ohio,1,00_04,47310,2012
Ohio,2,00_04,45091,2012
Ohio,1,05_09,58826,2012
Ohio,2,05_09,56510,2012
Ohio,1,10_19,142200,2012
Ohio,2,10_19,135978,2012
Ohio,1,20_29,105882,2012
Ohio,2,20_29,105750,2012
Ohio,1,30_39,111143,2012
Ohio,2,30_39,118295,2012
Ohio,1,40_49,144799,2012
Ohio,2,40_49,155053,2012
Ohio,1,50_59,161364,2012
Ohio,2,50_59,176468,2012
Ohio,1,60_69,54678,2012
Ohio,2,60_69,58698,2012
Oklahoma,1,00_04,16528,2012
Oklahoma,2,00_04,15541,2012
Oklahoma,1,05_09,19196,2012
Oklahoma,2,05_09,18356,2012
Oklahoma,1,10_19,42341,2012
Oklahoma,2,10_19,41113,2012
Oklahoma,1,20_29,38716,2012
Oklahoma,2,20_29,37580,2012
Oklahoma,1,30_39,42039,2012
Oklahoma,2,30_39,40352,2012
Oklahoma,1,40_49,44939,2012
Oklahoma,2,40_49,44500,2012
Oklahoma,1,50_59,50511,2012
Oklahoma,2,50_59,51564,2012
Oklahoma,1,60_69,15299,2012
Oklahoma,2,60_69,16100,2012
Oregon,1,00_04,12375,2012
Oregon,2,00_04,11768,2012
Oregon,1,05_09,14324,2012
Oregon,2,05_09,13522,2012
Oregon,1,10_19,32201,2012
Oregon,2,10_19,30846,2012
Oregon,1,20_29,24005,2012
Oregon,2,20_29,25916,2012
Oregon,1,30_39,27662,2012
Oregon,2,30_39,31078,2012
Oregon,1,40_49,31684,2012
Oregon,2,40_49,35332,2012
Oregon,1,50_59,34516,2012
Oregon,2,50_59,40490,2012
Oregon,1,60_69,12318,2012
Oregon,2,60_69,13912,2012
Pennsylvania,1,00_04,64100,2012
Pennsylvania,2,00_04,60946,2012
Pennsylvania,1,05_09,77604,2012
Pennsylvania,2,05_09,74229,2012
Pennsylvania,1,10_19,187815,2012
Pennsylvania,2,10_19,181353,2012
Pennsylvania,1,20_29,154236,2012
Pennsylvania,2,20_29,151867,2012
Pennsylvania,1,30_39,152567,2012
Pennsylvania,2,30_39,162741,2012
Pennsylvania,1,40_49,212856,2012
Pennsylvania,2,40_49,229198,2012
Pennsylvania,1,50_59,253042,2012
Pennsylvania,2,50_59,278387,2012
Pennsylvania,1,60_69,91190,2012
Pennsylvania,2,60_69,100200,2012
Rhode Island,1,00_04,1983,2012
Rhode Island,2,00_04,1845,2012
Rhode Island,1,05_09,2215,2012
Rhode Island,2,05_09,2235,2012
Rhode Island,1,10_19,4993,2012
Rhode Island,2,10_19,4720,2012
Rhode Island,1,20_29,4671,2012
Rhode Island,2,20_29,5008,2012
Rhode Island,1,30_39,4791,2012
Rhode Island,2,30_39,5115,2012
Rhode Island,1,40_49,5679,2012
Rhode Island,2,40_49,6149,2012
Rhode Island,1,50_59,6073,2012
Rhode Island,2,50_59,6571,2012
Rhode Island,1,60_69,1853,2012
Rhode Island,2,60_69,1952,2012
South Carolina,1,00_04,26827,2012
South Carolina,2,00_04,25741,2012
South Carolina,1,05_09,33677,2012
South Carolina,2,05_09,32355,2012
South Carolina,1,10_19,78024,2012
South Carolina,2,10_19,74858,2012
South Carolina,1,20_29,58466,2012
South Carolina,2,20_29,64415,2012
South Carolina,1,30_39,70489,2012
South Carolina,2,30_39,84185,2012
South Carolina,1,40_49,90060,2012
South Carolina,2,40_49,106254,2012
South Carolina,1,50_59,95395,2012
South Carolina,2,50_59,118372,2012
South Carolina,1,60_69,34784,2012
South Carolina,2,60_69,42952,2012
South Dakota,1,00_04,1543,2012
South Dakota,2,00_04,1513,2012
South Dakota,1,05_09,1744,2012
South Dakota,2,05_09,1589,2012
South Dakota,1,10_19,3648,2012
South Dakota,2,10_19,3522,2012
South Dakota,1,20_29,2994,2012
South Dakota,2,20_29,3134,2012
South Dakota,1,30_39,3127,2012
South Dakota,2,30_39,3289,2012
South Dakota,1,40_49,3482,2012
South Dakota,2,40_49,3601,2012
South Dakota,1,50_59,3710,2012
South Dakota,2,50_59,3647,2012
South Dakota,1,60_69,1190,2012
South Dakota,2,60_69,1190,2012
Tennessee,1,00_04,20707,2012
Tennessee,2,00_04,19409,2012
Tennessee,1,05_09,26122,2012
Tennessee,2,05_09,24855,2012
Tennessee,1,10_19,62505,2012
Tennessee,2,10_19,59909,2012
Tennessee,1,20_29,45940,2012
Tennessee,2,20_29,50637,2012
Tennessee,1,30_39,50659,2012
Tennessee,2,30_39,60109,2012
Tennessee,1,40_49,64799,2012
Tennessee,2,40_49,76997,2012
Tennessee,1,50_59,70572,2012
Tennessee,2,50_59,86550,2012
Tennessee,1,60_69,25764,2012
Tennessee,2,60_69,30666,2012
Texas,1,00_04,116823,2012
Texas,2,00_04,110596,2012
Texas,1,05_09,138621,2012
Texas,2,05_09,133719,2012
Texas,1,10_19,311071,2012
Texas,2,10_19,298248,2012
Texas,1,20_29,261860,2012
Texas,2,20_29,269108,2012
Texas,1,30_39,289221,2012
Texas,2,30_39,311231,2012
Texas,1,40_49,331387,2012
Texas,2,40_49,353298,2012
Texas,1,50_59,334718,2012
Texas,2,50_59,356343,2012
Texas,1,60_69,97450,2012
Texas,2,60_69,102963,2012
Utah,1,00_04,11191,2012
Utah,2,00_04,10609,2012
Utah,1,05_09,12465,2012
Utah,2,05_09,11966,2012
Utah,1,10_19,24725,2012
Utah,2,10_19,23347,2012
Utah,1,20_29,18431,2012
Utah,2,20_29,18725,2012
Utah,1,30_39,18939,2012
Utah,2,30_39,19440,2012
Utah,1,40_49,16354,2012
Utah,2,40_49,16651,2012
Utah,1,50_59,16299,2012
Utah,2,50_59,17192,2012
Utah,1,60_69,5166,2012
Utah,2,60_69,5388,2012
Vermont,1,00_04,527,2012
Vermont,2,00_04,500,2012
Vermont,1,05_09,768,2012
Vermont,2,05_09,712,2012
Vermont,1,10_19,2155,2012
Vermont,2,10_19,1986,2012
Vermont,1,20_29,1736,2012
Vermont,2,20_29,1522,2012
Vermont,1,30_39,1581,2012
Vermont,2,30_39,1582,2012
Vermont,1,40_49,2551,2012
Vermont,2,40_49,2673,2012
Vermont,1,50_59,3272,2012
Vermont,2,50_59,3232,2012
Vermont,1,60_69,1125,2012
Vermont,2,60_69,1057,2012
Virginia,1,00_04,19621,2012
Virginia,2,00_04,18621,2012
Virginia,1,05_09,23751,2012
Virginia,2,05_09,23238,2012
Virginia,1,10_19,53495,2012
Virginia,2,10_19,51341,2012
Virginia,1,20_29,43556,2012
Virginia,2,20_29,43528,2012
Virginia,1,30_39,45968,2012
Virginia,2,30_39,49530,2012
Virginia,1,40_49,59366,2012
Virginia,2,40_49,63680,2012
Virginia,1,50_59,60046,2012
Virginia,2,50_59,63250,2012
Virginia,1,60_69,18339,2012
Virginia,2,60_69,19427,2012
Washington,1,00_04,16664,2012
Washington,2,00_04,15794,2012
Washington,1,05_09,19546,2012
Washington,2,05_09,18775,2012
Washington,1,10_19,51313,2012
Washington,2,10_19,48821,2012
Washington,1,20_29,43221,2012
Washington,2,20_29,43957,2012
Washington,1,30_39,36985,2012
Washington,2,30_39,43530,2012
Washington,1,40_49,51248,2012
Washington,2,40_49,59104,2012
Washington,1,50_59,62191,2012
Washington,2,50_59,69378,2012
Washington,1,60_69,18340,2012
Washington,2,60_69,20210,2012
Washington DC,1,00_04,477,2012
Washington DC,2,00_04,410,2012
Washington DC,1,05_09,403,2012
Washington DC,2,05_09,333,2012
Washington DC,1,10_19,541,2012
Washington DC,2,10_19,602,2012
Washington DC,1,20_29,1768,2012
Washington DC,2,20_29,1938,2012
Washington DC,1,30_39,2040,2012
Washington DC,2,30_39,1936,2012
Washington DC,1,40_49,1466,2012
Washington DC,2,40_49,1348,2012
Washington DC,1,50_59,1034,2012
Washington DC,2,50_59,1110,2012
Washington DC,1,60_69,333,2012
Washington DC,2,60_69,479,2012
West Virginia,1,00_04,8803,2012
West Virginia,2,00_04,8434,2012
West Virginia,1,05_09,11034,2012
West Virginia,2,05_09,10382,2012
West Virginia,1,10_19,25189,2012
West Virginia,2,10_19,24267,2012
West Virginia,1,20_29,20711,2012
West Virginia,2,20_29,20066,2012
West Virginia,1,30_39,24535,2012
West Virginia,2,30_39,24466,2012
West Virginia,1,40_49,29375,2012
West Virginia,2,40_49,30122,2012
West Virginia,1,50_59,34447,2012
West Virginia,2,50_59,36482,2012
West Virginia,1,60_69,13016,2012
West Virginia,2,60_69,12849,2012
Wisconsin,1,00_04,17863,2012
Wisconsin,2,00_04,17335,2012
Wisconsin,1,05_09,21272,2012
Wisconsin,2,05_09,20602,2012
Wisconsin,1,10_19,49781,2012
Wisconsin,2,10_19,47671,2012
Wisconsin,1,20_29,37968,2012
Wisconsin,2,20_29,39581,2012
Wisconsin,1,30_39,39337,2012
Wisconsin,2,30_39,42252,2012
Wisconsin,1,40_49,52071,2012
Wisconsin,2,40_49,55595,2012
Wisconsin,1,50_59,58141,2012
Wisconsin,2,50_59,62497,2012
Wisconsin,1,60_69,17308,2012
Wisconsin,2,60_69,17964,2012
Wyoming,1,00_04,1606,2012
Wyoming,2,00_04,1621,2012
Wyoming,1,05_09,1867,2012
Wyoming,2,05_09,1794,2012
Wyoming,1,10_19,3975,2012
Wyoming,2,10_19,3760,2012
Wyoming,1,20_29,3626,2012
Wyoming,2,20_29,3274,2012
Wyoming,1,30_39,3627,2012
Wyoming,2,30_39,3115,2012
Wyoming,1,40_49,3421,2012
Wyoming,2,40_49,3080,2012
Wyoming,1,50_59,4307,2012
Wyoming,2,50_59,4049,2012
Wyoming,1,60_69,1189,2012
Wyoming,2,60_69,1027,2012
Alabama,1,00_04,8075,2013
Alabama,2,00_04,7913,2013
Alabama,1,05_09,10457,2013
Alabama,2,05_09,10213,2013
Alabama,1,10_19,26775,2013
Alabama,2,10_19,25799,2013
Alabama,1,20_29,23419,2013
Alabama,2,20_29,23713,2013
Alabama,1,30_39,24363,2013
Alabama,2,30_39,26995,2013
Alabama,1,40_49,30085,2013
Alabama,2,40_49,32530,2013
Alabama,1,50_59,34248,2013
Alabama,2,50_59,37908,2013
Alabama,1,60_69,12118,2013
Alabama,2,60_69,13296,2013
Alaska,1,00_04,760,2013
Alaska,2,00_04,675,2013
Alaska,1,05_09,898,2013
Alaska,2,05_09,818,2013
Alaska,1,10_19,1913,2013
Alaska,2,10_19,1864,2013
Alaska,1,20_29,1968,2013
Alaska,2,20_29,1939,2013
Alaska,1,30_39,1779,2013
Alaska,2,30_39,1845,2013
Alaska,1,40_49,1974,2013
Alaska,2,40_49,2103,2013
Alaska,1,50_59,2209,2013
Alaska,2,50_59,2267,2013
Alaska,1,60_69,581,2013
Alaska,2,60_69,561,2013
Arizona,1,00_04,13275,2013
Arizona,2,00_04,12731,2013
Arizona,1,05_09,15393,2013
Arizona,2,05_09,14642,2013
Arizona,1,10_19,31544,2013
Arizona,2,10_19,30557,2013
Arizona,1,20_29,25916,2013
Arizona,2,20_29,27255,2013
Arizona,1,30_39,30550,2013
Arizona,2,30_39,31646,2013
Arizona,1,40_49,31778,2013
Arizona,2,40_49,32286,2013
Arizona,1,50_59,29459,2013
Arizona,2,50_59,32841,2013
Arizona,1,60_69,10037,2013
Arizona,2,60_69,11842,2013
Arkansas,1,00_04,4785,2013
Arkansas,2,00_04,4464,2013
Arkansas,1,05_09,6131,2013
Arkansas,2,05_09,6018,2013
Arkansas,1,10_19,15141,2013
Arkansas,2,10_19,14623,2013
Arkansas,1,20_29,12671,2013
Arkansas,2,20_29,12796,2013
Arkansas,1,30_39,13341,2013
Arkansas,2,30_39,14295,2013
Arkansas,1,40_49,16377,2013
Arkansas,2,40_49,16680,2013
Arkansas,1,50_59,15933,2013
Arkansas,2,50_59,16815,2013
Arkansas,1,60_69,5054,2013
Arkansas,2,60_69,5419,2013
California,1,00_04,127136,2013
California,2,00_04,120459,2013
California,1,05_09,149963,2013
California,2,05_09,142771,2013
California,1,10_19,336871,2013
California,2,10_19,323438,2013
California,1,20_29,288843,2013
California,2,20_29,297115,2013
California,1,30_39,293461,2013
