STATE,SEX,AGEGRP,NMEMB,YEAR
Michigan,2,40_49,98268,2014
Michigan,1,50_59,111762,2014
Michigan,2,50_59,127783,2014
Michigan,1,60_69,49337,2014
Michigan,2,60_69,58127,2014
Minnesota,1,00_04,9664,2014
Minnesota,2,00_04,8977,2014
Minnesota,1,05_09,10462,2014
Minnesota,2,05_09,10296,2014
Minnesota,1,10_19,21304,2014
Minnesota,2,10_19,20293,2014
Minnesota,1,20_29,19899,2014
Minnesota,2,20_29,19500,2014
Minnesota,1,30_39,23628,2014
Minnesota,2,30_39,23679,2014
Minnesota,1,40_49,24319,2014
Minnesota,2,40_49,24014,2014
Minnesota,1,50_59,25005,2014
Minnesota,2,50_59,24822,2014
Minnesota,1,60_69,7368,2014
Minnesota,2,60_69,7210,2014
Mississippi,1,00_04,6515,2014
Mississippi,2,00_04,6209,2014
Mississippi,1,05_09,8370,2014
Mississippi,2,05_09,7951,2014
Mississippi,1,10_19,20284,2014
Mississippi,2,10_19,19364,2014
Mississippi,1,20_29,17598,2014
Mississippi,2,20_29,21539,2014
Mississippi,1,30_39,19100,2014
Mississippi,2,30_39,29015,2014
Mississippi,1,40_49,23554,2014
Mississippi,2,40_49,34770,2014
Mississippi,1,50_59,26210,2014
Mississippi,2,50_59,37873,2014
Mississippi,1,60_69,9338,2014
Mississippi,2,60_69,12949,2014
Missouri,1,00_04,16449,2014
Missouri,2,00_04,15486,2014
Missouri,1,05_09,19884,2014
Missouri,2,05_09,19149,2014
Missouri,1,10_19,47998,2014
Missouri,2,10_19,45855,2014
Missouri,1,20_29,38932,2014
Missouri,2,20_29,40698,2014
Missouri,1,30_39,38422,2014
Missouri,2,30_39,43412,2014
Missouri,1,40_49,44824,2014
Missouri,2,40_49,51371,2014
Missouri,1,50_59,53569,2014
Missouri,2,50_59,61332,2014
Missouri,1,60_69,17355,2014
Missouri,2,60_69,20187,2014
Montana,1,00_04,880,2014
Montana,2,00_04,907,2014
Montana,1,05_09,1121,2014
Montana,2,05_09,1068,2014
Montana,1,10_19,2438,2014
Montana,2,10_19,2256,2014
Montana,1,20_29,2375,2014
Montana,2,20_29,2368,2014
Montana,1,30_39,2356,2014
Montana,2,30_39,2296,2014
Montana,1,40_49,2520,2014
Montana,2,40_49,2560,2014
Montana,1,50_59,3033,2014
Montana,2,50_59,3178,2014
Montana,1,60_69,1140,2014
Montana,2,60_69,1102,2014
Nebraska,1,00_04,3093,2014
Nebraska,2,00_04,2916,2014
Nebraska,1,05_09,3418,2014
Nebraska,2,05_09,3263,2014
Nebraska,1,10_19,7019,2014
Nebraska,2,10_19,6702,2014
Nebraska,1,20_29,6566,2014
Nebraska,2,20_29,6201,2014
Nebraska,1,30_39,7458,2014
Nebraska,2,30_39,6806,2014
Nebraska,1,40_49,7126,2014
Nebraska,2,40_49,6453,2014
Nebraska,1,50_59,7731,2014
Nebraska,2,50_59,7148,2014
Nebraska,1,60_69,2243,2014
Nebraska,2,60_69,2148,2014
Nevada,1,00_04,6304,2014
Nevada,2,00_04,5884,2014
Nevada,1,05_09,7482,2014
Nevada,2,05_09,7296,2014
Nevada,1,10_19,16732,2014
Nevada,2,10_19,16136,2014
Nevada,1,20_29,13580,2014
Nevada,2,20_29,14343,2014
Nevada,1,30_39,14919,2014
Nevada,2,30_39,15367,2014
Nevada,1,40_49,17457,2014
Nevada,2,40_49,17422,2014
Nevada,1,50_59,16881,2014
Nevada,2,50_59,17317,2014
Nevada,1,60_69,5732,2014
Nevada,2,60_69,6313,2014
New Hampshire,1,00_04,3790,2014
New Hampshire,2,00_04,3550,2014
New Hampshire,1,05_09,4921,2014
New Hampshire,2,05_09,4624,2014
New Hampshire,1,10_19,13576,2014
New Hampshire,2,10_19,12961,2014
New Hampshire,1,20_29,10827,2014
New Hampshire,2,20_29,10975,2014
New Hampshire,1,30_39,10173,2014
New Hampshire,2,30_39,11287,2014
New Hampshire,1,40_49,15101,2014
New Hampshire,2,40_49,16455,2014
New Hampshire,1,50_59,18180,2014
New Hampshire,2,50_59,19819,2014
New Hampshire,1,60_69,6359,2014
New Hampshire,2,60_69,6886,2014
New Jersey,1,00_04,21591,2014
New Jersey,2,00_04,20495,2014
New Jersey,1,05_09,26361,2014
New Jersey,2,05_09,25306,2014
New Jersey,1,10_19,59058,2014
New Jersey,2,10_19,56750,2014
New Jersey,1,20_29,45489,2014
New Jersey,2,20_29,44875,2014
New Jersey,1,30_39,48168,2014
New Jersey,2,30_39,52510,2014
New Jersey,1,40_49,65206,2014
New Jersey,2,40_49,68965,2014
New Jersey,1,50_59,65354,2014
New Jersey,2,50_59,69129,2014
New Jersey,1,60_69,19790,2014
New Jersey,2,60_69,21264,2014
New Mexico,1,00_04,5193,2014
New Mexico,2,00_04,4884,2014
New Mexico,1,05_09,6747,2014
New Mexico,2,05_09,6474,2014
New Mexico,1,10_19,16531,2014
New Mexico,2,10_19,16334,2014
New Mexico,1,20_29,14361,2014
New Mexico,2,20_29,15121,2014
New Mexico,1,30_39,14814,2014
New Mexico,2,30_39,16841,2014
New Mexico,1,40_49,17618,2014
New Mexico,2,40_49,20220,2014
New Mexico,1,50_59,20376,2014
New Mexico,2,50_59,23890,2014
New Mexico,1,60_69,7127,2014
New Mexico,2,60_69,8421,2014
New York,1,00_04,71112,2014
New York,2,00_04,67310,2014
New York,1,05_09,84253,2014
New York,2,05_09,80707,2014
New York,1,10_19,207871,2014
New York,2,10_19,200741,2014
New York,1,20_29,190412,2014
New York,2,20_29,192922,2014
New York,1,30_39,177005,2014
New York,2,30_39,195404,2014
New York,1,40_49,230075,2014
New York,2,40_49,251413,2014
New York,1,50_59,269045,2014
New York,2,50_59,296225,2014
New York,1,60_69,95073,2014
New York,2,60_69,105764,2014
North Carolina,1,00_04,27909,2014
North Carolina,2,00_04,26445,2014
North Carolina,1,05_09,36354,2014
North Carolina,2,05_09,34764,2014
North Carolina,1,10_19,84857,2014
North Carolina,2,10_19,81861,2014
North Carolina,1,20_29,64864,2014
North Carolina,2,20_29,79319,2014
North Carolina,1,30_39,70800,2014
North Carolina,2,30_39,101331,2014
North Carolina,1,40_49,97645,2014
North Carolina,2,40_49,131218,2014
North Carolina,1,50_59,102090,2014
North Carolina,2,50_59,141722,2014
North Carolina,1,60_69,36970,2014
North Carolina,2,60_69,52557,2014
North Dakota,1,00_04,642,2014
North Dakota,2,00_04,621,2014
North Dakota,1,05_09,668,2014
North Dakota,2,05_09,632,2014
North Dakota,1,10_19,1286,2014
North Dakota,2,10_19,1294,2014
North Dakota,1,20_29,1556,2014
North Dakota,2,20_29,1332,2014
North Dakota,1,30_39,1539,2014
North Dakota,2,30_39,1263,2014
North Dakota,1,40_49,1329,2014
North Dakota,2,40_49,1157,2014
North Dakota,1,50_59,1419,2014
North Dakota,2,50_59,1337,2014
North Dakota,1,60_69,449,2014
North Dakota,2,60_69,408,2014
Ohio,1,00_04,47118,2014
Ohio,2,00_04,44325,2014
Ohio,1,05_09,57704,2014
Ohio,2,05_09,55400,2014
Ohio,1,10_19,140607,2014
Ohio,2,10_19,134722,2014
Ohio,1,20_29,112995,2014
Ohio,2,20_29,112701,2014
Ohio,1,30_39,111634,2014
Ohio,2,30_39,119401,2014
Ohio,1,40_49,140214,2014
Ohio,2,40_49,148559,2014
Ohio,1,50_59,156818,2014
Ohio,2,50_59,171552,2014
Ohio,1,60_69,53143,2014
Ohio,2,60_69,55643,2014
Oklahoma,1,00_04,7129,2014
Oklahoma,2,00_04,6854,2014
Oklahoma,1,05_09,9146,2014
Oklahoma,2,05_09,8670,2014
Oklahoma,1,10_19,22406,2014
Oklahoma,2,10_19,21741,2014
Oklahoma,1,20_29,18940,2014
Oklahoma,2,20_29,21656,2014
Oklahoma,1,30_39,19165,2014
Oklahoma,2,30_39,24254,2014
Oklahoma,1,40_49,21766,2014
Oklahoma,2,40_49,28490,2014
Oklahoma,1,50_59,27473,2014
Oklahoma,2,50_59,36697,2014
Oklahoma,1,60_69,10565,2014
Oklahoma,2,60_69,13872,2014
Oregon,1,00_04,10332,2014
Oregon,2,00_04,9833,2014
Oregon,1,05_09,11998,2014
Oregon,2,05_09,11648,2014
Oregon,1,10_19,27400,2014
Oregon,2,10_19,26268,2014
Oregon,1,20_29,21547,2014
Oregon,2,20_29,23061,2014
Oregon,1,30_39,24804,2014
Oregon,2,30_39,28036,2014
Oregon,1,40_49,27636,2014
Oregon,2,40_49,30227,2014
Oregon,1,50_59,30157,2014
Oregon,2,50_59,34665,2014
Oregon,1,60_69,11493,2014
Oregon,2,60_69,13169,2014
Pennsylvania,1,00_04,58753,2014
Pennsylvania,2,00_04,56038,2014
Pennsylvania,1,05_09,71068,2014
Pennsylvania,2,05_09,68002,2014
Pennsylvania,1,10_19,171103,2014
Pennsylvania,2,10_19,165376,2014
Pennsylvania,1,20_29,152276,2014
Pennsylvania,2,20_29,151261,2014
Pennsylvania,1,30_39,144941,2014
Pennsylvania,2,30_39,154581,2014
Pennsylvania,1,40_49,192677,2014
Pennsylvania,2,40_49,206033,2014
Pennsylvania,1,50_59,232594,2014
Pennsylvania,2,50_59,256504,2014
Pennsylvania,1,60_69,88488,2014
Pennsylvania,2,60_69,98142,2014
Rhode Island,1,00_04,1625,2014
Rhode Island,2,00_04,1617,2014
Rhode Island,1,05_09,1948,2014
Rhode Island,2,05_09,1885,2014
Rhode Island,1,10_19,4362,2014
Rhode Island,2,10_19,4183,2014
Rhode Island,1,20_29,4404,2014
Rhode Island,2,20_29,4518,2014
Rhode Island,1,30_39,4432,2014
Rhode Island,2,30_39,4579,2014
Rhode Island,1,40_49,4796,2014
Rhode Island,2,40_49,5132,2014
Rhode Island,1,50_59,5678,2014
Rhode Island,2,50_59,6216,2014
Rhode Island,1,60_69,1821,2014
Rhode Island,2,60_69,1875,2014
South Carolina,1,00_04,25793,2014
South Carolina,2,00_04,24277,2014
South Carolina,1,05_09,32331,2014
South Carolina,2,05_09,31101,2014
South Carolina,1,10_19,77507,2014
South Carolina,2,10_19,74496,2014
South Carolina,1,20_29,67386,2014
South Carolina,2,20_29,72130,2014
South Carolina,1,30_39,68793,2014
South Carolina,2,30_39,82547,2014
South Carolina,1,40_49,85437,2014
South Carolina,2,40_49,101076,2014
South Carolina,1,50_59,91421,2014
South Carolina,2,50_59,114289,2014
South Carolina,1,60_69,33678,2014
South Carolina,2,60_69,43503,2014
South Dakota,1,00_04,1301,2014
South Dakota,2,00_04,1250,2014
South Dakota,1,05_09,1502,2014
South Dakota,2,05_09,1431,2014
South Dakota,1,10_19,2992,2014
South Dakota,2,10_19,2864,2014
South Dakota,1,20_29,2710,2014
South Dakota,2,20_29,2799,2014
South Dakota,1,30_39,2915,2014
South Dakota,2,30_39,2942,2014
South Dakota,1,40_49,2776,2014
South Dakota,2,40_49,2786,2014
South Dakota,1,50_59,3169,2014
South Dakota,2,50_59,3161,2014
South Dakota,1,60_69,1094,2014
South Dakota,2,60_69,1077,2014
Tennessee,1,00_04,16911,2014
Tennessee,2,00_04,15871,2014
Tennessee,1,05_09,21997,2014
Tennessee,2,05_09,20851,2014
Tennessee,1,10_19,53153,2014
Tennessee,2,10_19,51467,2014
Tennessee,1,20_29,42243,2014
Tennessee,2,20_29,45553,2014
Tennessee,1,30_39,41751,2014
Tennessee,2,30_39,51119,2014
Tennessee,1,40_49,54707,2014
Tennessee,2,40_49,64680,2014
Tennessee,1,50_59,61219,2014
Tennessee,2,50_59,75306,2014
Tennessee,1,60_69,23276,2014
Tennessee,2,60_69,28311,2014
Texas,1,00_04,56385,2014
Texas,2,00_04,53880,2014
Texas,1,05_09,69977,2014
Texas,2,05_09,66531,2014
Texas,1,10_19,156350,2014
Texas,2,10_19,150729,2014
Texas,1,20_29,126595,2014
Texas,2,20_29,137276,2014
Texas,1,30_39,135449,2014
Texas,2,30_39,154539,2014
Texas,1,40_49,152779,2014
Texas,2,40_49,165878,2014
Texas,1,50_59,153770,2014
Texas,2,50_59,168545,2014
Texas,1,60_69,47206,2014
Texas,2,60_69,51045,2014
Utah,1,00_04,9770,2014
Utah,2,00_04,9265,2014
Utah,1,05_09,11584,2014
Utah,2,05_09,11037,2014
Utah,1,10_19,23269,2014
Utah,2,10_19,22158,2014
Utah,1,20_29,17010,2014
Utah,2,20_29,17605,2014
Utah,1,30_39,18182,2014
Utah,2,30_39,18607,2014
Utah,1,40_49,15550,2014
Utah,2,40_49,15545,2014
Utah,1,50_59,15307,2014
Utah,2,50_59,15991,2014
Utah,1,60_69,5254,2014
Utah,2,60_69,5326,2014
Vermont,1,00_04,433,2014
Vermont,2,00_04,388,2014
Vermont,1,05_09,577,2014
Vermont,2,05_09,546,2014
Vermont,1,10_19,1523,2014
Vermont,2,10_19,1408,2014
Vermont,1,20_29,1567,2014
Vermont,2,20_29,1260,2014
Vermont,1,30_39,1296,2014
Vermont,2,30_39,1187,2014
Vermont,1,40_49,1876,2014
Vermont,2,40_49,1753,2014
Vermont,1,50_59,2519,2014
Vermont,2,50_59,2389,2014
Vermont,1,60_69,908,2014
Vermont,2,60_69,951,2014
Virginia,1,00_04,17846,2014
Virginia,2,00_04,16754,2014
Virginia,1,05_09,21473,2014
Virginia,2,05_09,20902,2014
Virginia,1,10_19,49130,2014
Virginia,2,10_19,46996,2014
Virginia,1,20_29,42669,2014
Virginia,2,20_29,42482,2014
Virginia,1,30_39,42755,2014
Virginia,2,30_39,46946,2014
Virginia,1,40_49,52304,2014
Virginia,2,40_49,56509,2014
Virginia,1,50_59,55505,2014
Virginia,2,50_59,58639,2014
Virginia,1,60_69,16709,2014
Virginia,2,60_69,17940,2014
Washington,1,00_04,14325,2014
Washington,2,00_04,13670,2014
Washington,1,05_09,17256,2014
Washington,2,05_09,16471,2014
Washington,1,10_19,43664,2014
Washington,2,10_19,41817,2014
Washington,1,20_29,39955,2014
Washington,2,20_29,38709,2014
Washington,1,30_39,35280,2014
Washington,2,30_39,37942,2014
Washington,1,40_49,44027,2014
Washington,2,40_49,48495,2014
Washington,1,50_59,58548,2014
Washington,2,50_59,60893,2014
Washington,1,60_69,18092,2014
Washington,2,60_69,18680,2014
Washington DC,1,00_04,462,2014
Washington DC,2,00_04,454,2014
Washington DC,1,05_09,418,2014
Washington DC,2,05_09,354,2014
Washington DC,1,10_19,582,2014
Washington DC,2,10_19,611,2014
Washington DC,1,20_29,1666,2014
Washington DC,2,20_29,1791,2014
Washington DC,1,30_39,2236,2014
Washington DC,2,30_39,2103,2014
Washington DC,1,40_49,1476,2014
Washington DC,2,40_49,1377,2014
Washington DC,1,50_59,1100,2014
Washington DC,2,50_59,1032,2014
Washington DC,1,60_69,303,2014
Washington DC,2,60_69,421,2014
West Virginia,1,00_04,7765,2014
West Virginia,2,00_04,7531,2014
West Virginia,1,05_09,9980,2014
West Virginia,2,05_09,9477,2014
West Virginia,1,10_19,23108,2014
West Virginia,2,10_19,22240,2014
West Virginia,1,20_29,20356,2014
West Virginia,2,20_29,20075,2014
West Virginia,1,30_39,22360,2014
West Virginia,2,30_39,22645,2014
West Virginia,1,40_49,27491,2014
West Virginia,2,40_49,27792,2014
West Virginia,1,50_59,31250,2014
West Virginia,2,50_59,33369,2014
West Virginia,1,60_69,11834,2014
West Virginia,2,60_69,12380,2014
Wisconsin,1,00_04,15229,2014
Wisconsin,2,00_04,14556,2014
Wisconsin,1,05_09,18274,2014
Wisconsin,2,05_09,17811,2014
Wisconsin,1,10_19,42365,2014
Wisconsin,2,10_19,40808,2014
Wisconsin,1,20_29,35017,2014
Wisconsin,2,20_29,35368,2014
Wisconsin,1,30_39,34513,2014
Wisconsin,2,30_39,37299,2014
Wisconsin,1,40_49,41757,2014
Wisconsin,2,40_49,44487,2014
Wisconsin,1,50_59,50470,2014
Wisconsin,2,50_59,54655,2014
Wisconsin,1,60_69,16255,2014
Wisconsin,2,60_69,17059,2014
Wyoming,1,00_04,887,2014
Wyoming,2,00_04,829,2014
Wyoming,1,05_09,1040,2014
Wyoming,2,05_09,1017,2014
Wyoming,1,10_19,2171,2014
Wyoming,2,10_19,2148,2014
Wyoming,1,20_29,2007,2014
Wyoming,2,20_29,1949,2014
Wyoming,1,30_39,2272,2014
Wyoming,2,30_39,1941,2014
Wyoming,1,40_49,2025,2014
Wyoming,2,40_49,1740,2014
Wyoming,1,50_59,2661,2014
Wyoming,2,50_59,2431,2014
Wyoming,1,60_69,839,2014
Wyoming,2,60_69,773,2014
Alabama,1,00_04,6298,2015
Alabama,2,00_04,6237,2015
Alabama,1,05_09,8113,2015
Alabama,2,05_09,7906,2015
Alabama,1,10_19,21245,2015
Alabama,2,10_19,20792,2015
Alabama,1,20_29,20061,2015
Alabama,2,20_29,20261,2015
Alabama,1,30_39,19156,2015
Alabama,2,30_39,21529,2015
Alabama,1,40_49,23606,2015
Alabama,2,40_49,25196,2015
Alabama,1,50_59,27952,2015
Alabama,2,50_59,31343,2015
Alabama,1,60_69,10616,2015
Alabama,2,60_69,11996,2015
Alaska,1,00_04,681,2015
Alaska,2,00_04,653,2015
Alaska,1,05_09,792,2015
Alaska,2,05_09,671,2015
Alaska,1,10_19,1664,2015
Alaska,2,10_19,1615,2015
Alaska,1,20_29,1826,2015
Alaska,2,20_29,1814,2015
Alaska,1,30_39,1705,2015
Alaska,2,30_39,1610,2015
Alaska,1,40_49,1618,2015
Alaska,2,40_49,1585,2015
Alaska,1,50_59,1769,2015
Alaska,2,50_59,1783,2015
Alaska,1,60_69,496,2015
Alaska,2,60_69,500,2015
Arizona,1,00_04,11024,2015
Arizona,2,00_04,10449,2015
Arizona,1,05_09,13492,2015
Arizona,2,05_09,12801,2015
Arizona,1,10_19,27958,2015
Arizona,2,10_19,26868,2015
Arizona,1,20_29,23197,2015
Arizona,2,20_29,24150,2015
Arizona,1,30_39,25049,2015
Arizona,2,30_39,27166,2015
Arizona,1,40_49,26480,2015
Arizona,2,40_49,27643,2015
Arizona,1,50_59,24813,2015
Arizona,2,50_59,27517,2015
Arizona,1,60_69,7736,2015
Arizona,2,60_69,9388,2015
Arkansas,1,00_04,3333,2015
Arkansas,2,00_04,3218,2015
Arkansas,1,05_09,4122,2015
Arkansas,2,05_09,3929,2015
Arkansas,1,10_19,9839,2015
Arkansas,2,10_19,9542,2015
Arkansas,1,20_29,8912,2015
Arkansas,2,20_29,9055,2015
Arkansas,1,30_39,9105,2015
Arkansas,2,30_39,9713,2015
Arkansas,1,40_49,10242,2015
Arkansas,2,40_49,10779,2015
Arkansas,1,50_59,10442,2015
Arkansas,2,50_59,11203,2015
Arkansas,1,60_69,3440,2015
Arkansas,2,60_69,3892,2015
California,1,00_04,39190,2015
California,2,00_04,37441,2015
California,1,05_09,45692,2015
California,2,05_09,43325,2015
California,1,10_19,95730,2015
California,2,10_19,92754,2015
California,1,20_29,92045,2015
California,2,20_29,93305,2015
California,1,30_39,95191,2015
California,2,30_39,107667,2015
California,1,40_49,104083,2015
California,2,40_49,113863,2015
California,1,50_59,112997,2015
California,2,50_59,124291,2015
California,1,60_69,37854,2015
California,2,60_69,42866,2015
Colorado,1,00_04,9301,2015
Colorado,2,00_04,8698,2015
Colorado,1,05_09,10702,2015
Colorado,2,05_09,10128,2015
Colorado,1,10_19,22790,2015
Colorado,2,10_19,21631,2015
Colorado,1,20_29,19320,2015
Colorado,2,20_29,20012,2015
Colorado,1,30_39,20745,2015
Colorado,2,30_39,23286,2015
Colorado,1,40_49,22474,2015
Colorado,2,40_49,24204,2015
Colorado,1,50_59,24727,2015
Colorado,2,50_59,27319,2015
Colorado,1,60_69,8249,2015
Colorado,2,60_69,8714,2015
Connecticut,1,00_04,5068,2015
Connecticut,2,00_04,4788,2015
Connecticut,1,05_09,6378,2015
Connecticut,2,05_09,6220,2015
Connecticut,1,10_19,16172,2015
Connecticut,2,10_19,15382,2015
Connecticut,1,20_29,15399,2015
Connecticut,2,20_29,12866,2015
Connecticut,1,30_39,13366,2015
Connecticut,2,30_39,12187,2015
Connecticut,1,40_49,17091,2015
Connecticut,2,40_49,17236,2015
Connecticut,1,50_59,22547,2015
Connecticut,2,50_59,21640,2015
Connecticut,1,60_69,7199,2015
Connecticut,2,60_69,6798,2015
Delaware,1,00_04,3624,2015
Delaware,2,00_04,3483,2015
Delaware,1,05_09,4513,2015
Delaware,2,05_09,4292,2015
Delaware,1,10_19,10595,2015
Delaware,2,10_19,10077,2015
Delaware,1,20_29,8662,2015
Delaware,2,20_29,9355,2015
Delaware,1,30_39,7518,2015
Delaware,2,30_39,9987,2015
Delaware,1,40_49,9758,2015
Delaware,2,40_49,12178,2015
Delaware,1,50_59,11094,2015
Delaware,2,50_59,13982,2015
Delaware,1,60_69,4103,2015
Delaware,2,60_69,5324,2015
Florida,1,00_04,29651,2015
Florida,2,00_04,28107,2015
Florida,1,05_09,36729,2015
Florida,2,05_09,35195,2015
Florida,1,10_19,89752,2015
Florida,2,10_19,86508,2015
Florida,1,20_29,85387,2015
Florida,2,20_29,91637,2015
Florida,1,30_39,81393,2015
Florida,2,30_39,97660,2015
Florida,1,40_49,102283,2015
Florida,2,40_49,117654,2015
Florida,1,50_59,112522,2015
Florida,2,50_59,134539,2015
Florida,1,60_69,38372,2015
Florida,2,60_69,47844,2015
Georgia,1,00_04,24520,2015
Georgia,2,00_04,23837,2015
Georgia,1,05_09,32052,2015
Georgia,2,05_09,30886,2015
Georgia,1,10_19,80976,2015
Georgia,2,10_19,78294,2015
Georgia,1,20_29,62175,2015
Georgia,2,20_29,72074,2015
Georgia,1,30_39,59507,2015
Georgia,2,30_39,83930,2015
Georgia,1,40_49,81152,2015
Georgia,2,40_49,107773,2015
Georgia,1,50_59,87157,2015
Georgia,2,50_59,116603,2015
Georgia,1,60_69,33547,2015
Georgia,2,60_69,46890,2015
Hawaii,1,00_04,40,2015
Hawaii,2,00_04,20,2015
Hawaii,1,05_09,63,2015
Hawaii,2,05_09,52,2015
Hawaii,1,10_19,146,2015
Hawaii,2,10_19,150,2015
Hawaii,1,20_29,138,2015
Hawaii,2,20_29,137,2015
Hawaii,1,30_39,60,2015
Hawaii,2,30_39,83,2015
Hawaii,1,40_49,152,2015
Hawaii,2,40_49,166,2015
Hawaii,1,50_59,242,2015
Hawaii,2,50_59,283,2015
Hawaii,1,60_69,163,2015
Hawaii,2,60_69,200,2015
Idaho,1,00_04,8369,2015
Idaho,2,00_04,8418,2015
Idaho,1,05_09,10759,2015
Idaho,2,05_09,10321,2015
Idaho,1,10_19,24777,2015
Idaho,2,10_19,23777,2015
Idaho,1,20_29,19648,2015
Idaho,2,20_29,20103,2015
Idaho,1,30_39,20780,2015
Idaho,2,30_39,22449,2015
Idaho,1,40_49,22547,2015
Idaho,2,40_49,24722,2015
Idaho,1,50_59,26444,2015
Idaho,2,50_59,30237,2015
Idaho,1,60_69,10641,2015
Idaho,2,60_69,12144,2015
Illinois,1,00_04,16958,2015
Illinois,2,00_04,16193,2015
Illinois,1,05_09,20492,2015
Illinois,2,05_09,19653,2015
Illinois,1,10_19,50214,2015
Illinois,2,10_19,47372,2015
Illinois,1,20_29,44751,2015
Illinois,2,20_29,41285,2015
Illinois,1,30_39,42231,2015
Illinois,2,30_39,42621,2015
Illinois,1,40_49,49694,2015
Illinois,2,40_49,51148,2015
Illinois,1,50_59,57778,2015
Illinois,2,50_59,62175,2015
Illinois,1,60_69,21267,2015
Illinois,2,60_69,22585,2015
Indiana,1,00_04,11499,2015
Indiana,2,00_04,10979,2015
Indiana,1,05_09,14702,2015
Indiana,2,05_09,14068,2015
Indiana,1,10_19,36701,2015
Indiana,2,10_19,35807,2015
Indiana,1,20_29,30733,2015
Indiana,2,20_29,29758,2015
Indiana,1,30_39,28769,2015
Indiana,2,30_39,29939,2015
Indiana,1,40_49,35007,2015
Indiana,2,40_49,36676,2015
Indiana,1,50_59,41512,2015
Indiana,2,50_59,46367,2015
Indiana,1,60_69,17141,2015
Indiana,2,60_69,18438,2015
Iowa,1,00_04,4911,2015
Iowa,2,00_04,4637,2015
Iowa,1,05_09,5458,2015
Iowa,2,05_09,5136,2015
Iowa,1,10_19,11454,2015
Iowa,2,10_19,11086,2015
Iowa,1,20_29,11331,2015
Iowa,2,20_29,11496,2015
Iowa,1,30_39,11203,2015
Iowa,2,30_39,11547,2015
Iowa,1,40_49,11264,2015
Iowa,2,40_49,11316,2015
Iowa,1,50_59,11717,2015
Iowa,2,50_59,12226,2015
Iowa,1,60_69,3872,2015
Iowa,2,60_69,3766,2015
Kansas,1,00_04,4891,2015
Kansas,2,00_04,4759,2015
Kansas,1,05_09,5846,2015
Kansas,2,05_09,5636,2015
Kansas,1,10_19,13792,2015
Kansas,2,10_19,13169,2015
Kansas,1,20_29,11497,2015
Kansas,2,20_29,11761,2015
Kansas,1,30_39,10682,2015
Kansas,2,30_39,11366,2015
Kansas,1,40_49,11716,2015
Kansas,2,40_49,12296,2015
Kansas,1,50_59,14394,2015
Kansas,2,50_59,15133,2015
Kansas,1,60_69,4558,2015
Kansas,2,60_69,4747,2015
Kentucky,1,00_04,12255,2015
Kentucky,2,00_04,11584,2015
Kentucky,1,05_09,15065,2015
Kentucky,2,05_09,14643,2015
Kentucky,1,10_19,36530,2015
Kentucky,2,10_19,35160,2015
Kentucky,1,20_29,26702,2015
Kentucky,2,20_29,30212,2015
Kentucky,1,30_39,25716,2015
Kentucky,2,30_39,35061,2015
Kentucky,1,40_49,34513,2015
Kentucky,2,40_49,45302,2015
Kentucky,1,50_59,39911,2015
Kentucky,2,50_59,54568,2015
Kentucky,1,60_69,16447,2015
Kentucky,2,60_69,23258,2015
Louisiana,1,00_04,21365,2015
Louisiana,2,00_04,20579,2015
Louisiana,1,05_09,25753,2015
Louisiana,2,05_09,24529,2015
Louisiana,1,10_19,61050,2015
Louisiana,2,10_19,59494,2015
Louisiana,1,20_29,59154,2015
Louisiana,2,20_29,62190,2015
Louisiana,1,30_39,59398,2015
Louisiana,2,30_39,71076,2015
Louisiana,1,40_49,66845,2015
Louisiana,2,40_49,79791,2015
Louisiana,1,50_59,81371,2015
Louisiana,2,50_59,101307,2015
Louisiana,1,60_69,31887,2015
Louisiana,2,60_69,39911,2015
Maine,1,00_04,1163,2015
Maine,2,00_04,1112,2015
Maine,1,05_09,1483,2015
Maine,2,05_09,1434,2015
Maine,1,10_19,3796,2015
Maine,2,10_19,3627,2015
Maine,1,20_29,3601,2015
Maine,2,20_29,3362,2015
Maine,1,30_39,3043,2015
Maine,2,30_39,2911,2015
Maine,1,40_49,4357,2015
Maine,2,40_49,4218,2015
Maine,1,50_59,5849,2015
Maine,2,50_59,5321,2015
Maine,1,60_69,1827,2015
Maine,2,60_69,1821,2015
Maryland,1,00_04,6631,2015
Maryland,2,00_04,6431,2015
Maryland,1,05_09,7660,2015
Maryland,2,05_09,7495,2015
Maryland,1,10_19,17956,2015
Maryland,2,10_19,17247,2015
Maryland,1,20_29,16753,2015
Maryland,2,20_29,16544,2015
Maryland,1,30_39,16391,2015
Maryland,2,30_39,18116,2015
Maryland,1,40_49,18909,2015
Maryland,2,40_49,21129,2015
Maryland,1,50_59,21972,2015
Maryland,2,50_59,24194,2015
Maryland,1,60_69,6887,2015
Maryland,2,60_69,7834,2015
Massachusetts,1,00_04,10240,2015
Massachusetts,2,00_04,9491,2015
Massachusetts,1,05_09,11600,2015
Massachusetts,2,05_09,11116,2015
Massachusetts,1,10_19,25542,2015
Massachusetts,2,10_19,24970,2015
Massachusetts,1,20_29,21665,2015
Massachusetts,2,20_29,22935,2015
Massachusetts,1,30_39,23622,2015
Massachusetts,2,30_39,26893,2015
Massachusetts,1,40_49,28636,2015
Massachusetts,2,40_49,30787,2015
Massachusetts,1,50_59,29814,2015
Massachusetts,2,50_59,33007,2015
Massachusetts,1,60_69,9725,2015
Massachusetts,2,60_69,10931,2015
Michigan,1,00_04,19143,2015
